"LocationAbbr","LocationDesc","Year","Datasource","TopicDesc","MeasureDesc","SubMeasureDesc","Data_Value","Data_Value_Unit","Data_Value_Type","GeoLocation","Source","TopicTypeId","TopicId","MeasureId","SubMeasureID","SubMeasureIdDisplayOrder"
"AL","Alabama","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,548","$","Dollars","    (32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AK","Alaska","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","7,605","$","Dollars","    (64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AZ","Arizona","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,274","$","Dollars","    (34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AR","Arkansas","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,288","$","Dollars","    (34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CA","California","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,087","$","Dollars","    (37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CO","Colorado","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,078","$","Dollars","    (38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CT","Connecticut","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","7,474","$","Dollars","    (41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"DE","Delaware","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,351","$","Dollars","    (39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"DC","District of Columbia","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,688","$","Dollars","    (38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"FL","Florida","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,475","$","Dollars","    (28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"GA","Georgia","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,531","$","Dollars","    (32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"HI","Hawaii","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","7,447","$","Dollars","    (21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ID","Idaho","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,564","$","Dollars","    (43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IL","Illinois","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,631","$","Dollars","    (40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IN","Indiana","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,814","$","Dollars","    (39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IA","Iowa","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,327","$","Dollars","    (42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KS","Kansas","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,747","$","Dollars","    (38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KY","Kentucky","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,578","$","Dollars","    (37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"LA","Louisiana","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,513","$","Dollars","    (31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ME","Maine","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,241","$","Dollars","    (45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MD","Maryland","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,215","$","Dollars","    (39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MA","Massachusetts","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","7,261","$","Dollars","    (42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MI","Michigan","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,139","$","Dollars","    (44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MN","Minnesota","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,671","$","Dollars","    (46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MS","Mississippi","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,536","$","Dollars","    (32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MO","Missouri","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,036","$","Dollars","    (38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MT","Montana","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,766","$","Dollars","    (47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NE","Nebraska","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,693","$","Dollars","    (41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NV","Nevada","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,979","$","Dollars","    (39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NH","New Hampshire","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,878","$","Dollars","    (43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NJ","New Jersey","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","7,147","$","Dollars","    (40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NM","New Mexico","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,102","$","Dollars","    (34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NY","New York","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","7,613","$","Dollars","    (42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NC","North Carolina","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,505","$","Dollars","    (35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ND","North Dakota","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,193","$","Dollars","    (47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"OH","Ohio","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,37","$","Dollars","    (40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"OK","Oklahoma","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,209","$","Dollars","    (35.472031356, -97.521070214)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"OR","Oregon","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,099","$","Dollars","    (44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"PA","Pennsylvania","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,461","$","Dollars","    (40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"RI","Rhode Island","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","7,735","$","Dollars","    (41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"SC","South Carolina","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,967","$","Dollars","    (33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"SD","South Dakota","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,437","$","Dollars","    (44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"TN","Tennessee","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,644","$","Dollars","    (35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"TX","Texas","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,529","$","Dollars","    (31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"UT","Utah","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,672","$","Dollars","    (39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"VT","Vermont","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,657","$","Dollars","    (43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"VA","Virginia","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,514","$","Dollars","    (37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WA","Washington","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,568","$","Dollars","    (47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WV","West Virginia","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,515","$","Dollars","    (38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WI","Wisconsin","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,921","$","Dollars","    (44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WY","Wyoming","2009","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,681","$","Dollars","    (43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AL","Alabama","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,752","$","Dollars","    (32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AK","Alaska","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,69","$","Dollars","    (64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AZ","Arizona","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,466","$","Dollars","    (34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AR","Arkansas","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,93","$","Dollars","    (34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CA","California","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,292","$","Dollars","    (37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CO","Colorado","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,203","$","Dollars","    (38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CT","Connecticut","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,584","$","Dollars","    (41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"DE","Delaware","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,215","$","Dollars","    (39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"DC","District of Columbia","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,096","$","Dollars","    (38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"FL","Florida","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,566","$","Dollars","    (28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"GA","Georgia","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,638","$","Dollars","    (32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"HI","Hawaii","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,86","$","Dollars","    (21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ID","Idaho","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,853","$","Dollars","    (43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IL","Illinois","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,949","$","Dollars","    (40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IN","Indiana","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,093","$","Dollars","    (39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IA","Iowa","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,507","$","Dollars","    (42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KS","Kansas","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,082","$","Dollars","    (38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KY","Kentucky","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,482","$","Dollars","    (37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"LA","Louisiana","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,756","$","Dollars","    (31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ME","Maine","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,61","$","Dollars","    (45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MD","Maryland","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,526","$","Dollars","    (39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MA","Massachusetts","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","6,365","$","Dollars","    (42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MI","Michigan","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,413","$","Dollars","    (44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MN","Minnesota","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,814","$","Dollars","    (46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MS","Mississippi","2008","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,451","$","Dollars","    (32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
